0 0.0998334
1 0.198669
2 0.29552
3 0.389418
4 0.479426
5 0.564642
6 0.644218
7 0.717356
8 0.783327
9 0.841471
10 0.891207
11 0.932039
12 0.963558
13 0.98545
14 0.997495
15 0.999574
16 0.991665
17 0.973848
18 0.9463
19 0.909297
20 0.863209
21 0.808496
22 0.745705
23 0.675463
24 0.598472
25 0.515501
26 0.42738
27 0.334988
28 0.239249
29 0.14112
30 0.0415807
31 -0.0583741
32 -0.157746
33 -0.255541
34 -0.350783
35 -0.44252
36 -0.529836
37 -0.611858
38 -0.687766
39 -0.756802
40 -0.818277
41 -0.871576
42 -0.916166
43 -0.951602
44 -0.97753
45 -0.993691
46 -0.999923
47 -0.996165
48 -0.982453
49 -0.958924
50 -0.925815
51 -0.883455
52 -0.832267
53 -0.772764
54 -0.70554
55 -0.631267
56 -0.550686
57 -0.464602
58 -0.373877
59 -0.279415
60 -0.182163
61 -0.0830894
62 0.0168139
63 0.116549
64 0.21512
65 0.311541
66 0.40485
67 0.494113
68 0.57844
69 0.656987
70 0.728969
71 0.793668
72 0.850437
73 0.898708
74 0.938
75 0.96792
76 0.988168
77 0.998543
78 0.998941
79 0.989358
80 0.96989
81 0.940731
82 0.902172
83 0.854599
84 0.798487
85 0.734397
86 0.662969
87 0.584917
88 0.501021
89 0.412118
90 0.319098
91 0.22289
92 0.124454
93 0.0247754
94 -0.0751511
95 -0.174327
96 -0.271761
97 -0.366479
98 -0.457536
99 -0.544021
100 0 -0.625071
101 0 -0.699875
102 0 -0.767686
103 0 -0.827826
104 0 -0.879696
105 0 -0.922775
106 0 -0.956635
107 0 -0.980936
108 0 -0.995436
109 0 -0.99999
110 0 -0.994553
111 0 -0.979178
112 0 -0.954019
113 0 -0.919329
114 0 -0.875452
115 0 -0.822829
116 0 -0.761984
117 0 -0.693525
118 0 -0.618137
119 0 -0.536573
120 0 -0.449647
121 0 -0.358229
122 0 -0.263232
123 0 -0.165604
124 0 -0.0663219
125 0 0.033623
126 0 0.133232
127 0 0.23151
128 0 0.327474
129 0 0.420167
130 0 0.508661
131 0 0.592074
132 0 0.66957
133 0 0.740376
134 0 0.803784
135 0 0.859162
136 0 0.905955
137 0 0.943696
138 0 0.972008
139 0 0.990607
140 0 0.999309
141 0 0.998027
142 0 0.986772
143 0 0.965658
144 0 0.934895
145 0 0.894791
146 0 0.845747
147 0 0.788252
148 0 0.722881
149 0 0.650288
150 0 0.571197
151 0 0.486399
152 0 0.396741
153 0 0.303118
154 0 0.206467
155 0 0.107754
156 0 0.00796318
157 0 -0.0919069
158 0 -0.190859
159 0 -0.287903
160 0 -0.382071
161 0 -0.472422
162 0 -0.558052
163 0 -0.638107
164 0 -0.711785
165 0 -0.778352
166 0 -0.837142
167 0 -0.887567
168 0 -0.929124
169 0 -0.961397
170 0 -0.984065
171 0 -0.9969
172 0 -0.999774
173 0 -0.992659
174 0 -0.975626
175 0 -0.948844
176 0 -0.912582
177 0 -0.867202
178 0 -0.813157
179 0 -0.750987
